"organization_name","title_es","title_en","summary_es","summary_en","description_es","description_en","slug","primary_category","additional_categories","keywords_es","keywords_en","languages","service_methods","cost_type","eligibility_es","eligibility_en","required_documents_es","required_documents_en","application_steps_es","application_steps_en","hours_es","hours_en","accessibility_notes_es","accessibility_notes_en","service_area_es","service_area_en","phone","sms_phone","whatsapp_phone","email","website_url","address_line_1","address_line_2","city","state","postal_code","county","latitude","longitude","source_url","is_featured","is_emergency","last_verified_at","verification_notes"
"Furr Baby Food Pantry (FOOD FOR PETS)","Furr Baby Food Pantry (FOOD FOR PETS)","Furr Baby Food Pantry (FOOD FOR PETS)","Despensa de alimentos y apoyo comunitario para residentes de Condado de Williamson y Condado de Travis.","Food pantry and community support for residents of Williamson County and Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Apply and request items on their website. Must pick up items requested within 72hrs of request","furr-baby-food-pantry-food-for-pets-williamson","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","domingo-viernes: 11am-2pm","Sunday-Friday: 11am-2pm","","","Condado de Williamson; Condado de Travis","Williamson County; Travis County","(626) 536-0979","","","furrbabyfoodpantry@gmail.com","https://www.furrbabyfoodpantry.org/","1603 Northwest Blvd. Georgetown, TX 78628","","","TX","78628","","","","https://www.furrbabyfoodpantry.org/","","","2026-07-09","Registro preparado a partir de “Food Pantries by County.xlsx”; requiere revisión administrativa antes de publicar."
"Meals on Wheels","Meals on Wheels","Meals on Wheels","Despensa de alimentos y apoyo comunitario para residentes de Condado de Williamson.","Food pantry and community support for residents of Williamson County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","meals-on-wheels-williamson","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","Horario: Mon-Fri: 8am-2pm","Hours: Mon-Fri: 8am-2pm","","","Condado de Williamson","Williamson County","(512) 763-1400","","","","","301 West Bagdad Ave. Round Rock, TX 78664","","","TX","78664","Williamson","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Central Texas Food Bank","Central Texas Food Bank","Central Texas Food Bank","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","central-texas-food-bank-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","lunes-viernes: 8am-5pm","Monday-Friday: 8am-5pm","","","Condado de Travis","Travis County","(512) 282-2111","","","","https://www.centraltexasfoodbank.org/","6500 Metropolis Dr. Austin, TX 78744","","","TX","78744","Travis","","","https://www.centraltexasfoodbank.org/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Dorcas Passion Ministries
Alpha Sventh Day Adventist Church - Drive up food pantry","Dorcas Passion Ministries
Alpha Sventh Day Adventist Church - Drive up food pantry","Dorcas Passion Ministries
Alpha Sventh Day Adventist Church - Drive up food pantry","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","dorcas-passion-ministries-alpha-sventh-day-adventist-church-drive-up-food-pantry-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","2nd and 4th domingo: 10am-12pm","2nd and 4th Sunday: 10am-12pm","","","Condado de Travis","Travis County","(512) 926-6721","","","","","3039 Pecan Springs Rd. Austin, TX 78723","","","TX","78723","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"St. Andrews Presbyterian Church","St. Andrews Presbyterian Church","St. Andrews Presbyterian Church","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","st-andrews-presbyterian-church-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","2nd and 4th sábado 10am-12pm","2nd and 4th Saturday 10am-12pm","","","Condado de Travis","Travis County","(512) 251-0698","","","","","14311 Wells Port Dr. Austin, TX 78728","","","TX","14311","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Deliverance Temple Worship Center","Deliverance Temple Worship Center","Deliverance Temple Worship Center","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","deliverance-temple-worship-center-austin","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","viernes: 9am-1pm","Friday: 9am-1pm","","","Condado de Travis","Travis County","(737) 202-4470","","","","","1607 Dessau Ridge Lane, Austin, TX 78754","","Austin","TX","78754","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Austin Blessings Food Pantry:
Austin Reconciliation Church","Austin Blessings Food Pantry:
Austin Reconciliation Church","Austin Blessings Food Pantry:
Austin Reconciliation Church","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Boutique open weekly for lightly used clothing at affordable prices","austin-blessings-food-pantry-austin-reconciliation-church-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","miércoless: 10:30am-1:30pm","Wednesdays: 10:30am-1:30pm","","","Condado de Travis","Travis County","","","","","https://austinblessings.org/","7000 Cameron Rd. Austin, TX 78752","","","TX","78752","Travis","","","https://austinblessings.org/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Austin Blessings Food Pantry:
Austin Blessings Outreach Center","Austin Blessings Food Pantry:
Austin Blessings Outreach Center","Austin Blessings Food Pantry:
Austin Blessings Outreach Center","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Baby diapers, feminie products, baby wipes, assortment of baby products (when available). Free clothing one Saturday each month. Saturday dates vary and announced in advance on social media","austin-blessings-food-pantry-austin-blessings-outreach-center-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","free","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","luness and vierness: 10am-1pm","Mondays and Fridays: 10am-1pm","","","Condado de Travis","Travis County","","","","","https://austinblessings.org/","4403 Russell Dr. Austin, TX 78745","","","TX","78745","Travis","","","https://austinblessings.org/","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Lake Travis Crisis Ministries","Lake Travis Crisis Ministries","Lake Travis Crisis Ministries","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","lake-travis-crisis-ministries-lakeway","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","miércoles: 5pm-7pm
jueves: 10am-12pm","Wednesday: 5pm-7pm
Thursday: 10am-12pm","","","Condado de Travis","Travis County","(512) 266-9810","","","","","107 Ranch Rd 620, Lakeway, TX 78734","","Lakeway","TX","78734","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Foundation Communities - Laurel Creek","Foundation Communities - Laurel Creek","Foundation Communities - Laurel Creek","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","foundation-communities-laurel-creek-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","2nd and 4th lunes 4:30pm-6:30pm","2nd and 4th Monday 4:30pm-6:30pm","","","Condado de Travis","Travis County","(512) 735-1635","","","","","11704 N Lamar Blvd. Austin, TX 78753","","","TX","11704","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Foundation Communities - Southwest Trails","Foundation Communities - Southwest Trails","Foundation Communities - Southwest Trails","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","foundation-communities-southwest-trails-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","2nd miércoles: 4:30pm-6:30pm","2nd Wednesday: 4:30pm-6:30pm","","","Condado de Travis","Travis County","(512) 301-2442","","","","","8405 Old Bee Caves Rd. Austin, TX 78735","","","TX","78735","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Foundation Communities - Trails at the Park","Foundation Communities - Trails at the Park","Foundation Communities - Trails at the Park","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","foundation-communities-trails-at-the-park-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","1st and 3rd jueves: 11am-1pm","1st and 3rd Thursday: 11am-1pm","","","Condado de Travis","Travis County","(512) 280-5200","","","","","815 West Slaughter Lane Austin, TX 78748","","","TX","78748","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Foundation Communities - Jordan at Mueller","Foundation Communities - Jordan at Mueller","Foundation Communities - Jordan at Mueller","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","foundation-communities-jordan-at-mueller-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","1st and 3rd martes: 11am-1pm","1st and 3rd Tuesday: 11am-1pm","","","Condado de Travis","Travis County","(512) 381-4580","","","","","2724 Philomena St. Austin, TX 78723","","","TX","78723","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Foundation Communities - Vintage Creek","Foundation Communities - Vintage Creek","Foundation Communities - Vintage Creek","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","foundation-communities-vintage-creek-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","1st and 3rd miércoles: 4:30pm-6:30pm","1st and 3rd Wednesday: 4:30pm-6:30pm","","","Condado de Travis","Travis County","(512) 933-1005","","","","","7224 Northeast Dr. Austin, TX 78723","","","TX","78723","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
"Foundation Communities - M Station","Foundation Communities - M Station","Foundation Communities - M Station","Despensa de alimentos y apoyo comunitario para residentes de Condado de Travis.","Food pantry and community support for residents of Travis County.","Ofrece acceso a alimentos. Comuníquese directamente con la organización para confirmar disponibilidad, requisitos y otros apoyos.","Provides access to food. Contact the organization directly to confirm availability, requirements, and additional support.","foundation-communities-m-station-travis","comida","","alimentos, despensa, comida, apoyo comunitario","food, food pantry, groceries, community support","","in_person","unknown","","","","","Comuníquese con la organización para confirmar disponibilidad y requisitos antes de acudir.","Contact the organization to confirm availability and requirements before visiting.","2nd and 4th vierness: 11am-1pm","2nd and 4th Fridays: 11am-1pm","","","Condado de Travis","Travis County","(512) 617-3037","","","","","2918 E Martin Luther King Jr. Blvd Austin, TX 78722","","","TX","78722","Travis","","","https://www.centraltexasfoodbank.org/find-food-now","","","2026-09-02","Existencia o ubicación cotejada el 2026-09-02 con el directorio oficial Find Food Now del Central Texas Food Bank; revise horarios directamente antes de publicar."
