"organization_name","title_es","title_en","summary_es","summary_en","description_es","description_en","slug","primary_category","additional_categories","keywords_es","keywords_en","languages","service_methods","cost_type","eligibility_es","eligibility_en","required_documents_es","required_documents_en","application_steps_es","application_steps_en","hours_es","hours_en","accessibility_notes_es","accessibility_notes_en","service_area_es","service_area_en","phone","sms_phone","whatsapp_phone","email","website_url","address_line_1","address_line_2","city","state","postal_code","county","latitude","longitude","source_url","is_featured","is_emergency","last_verified_at","verification_notes"
"Austin Public Health","Clínica de vacunación St. Johns","St. Johns Immunization Clinic","Vacunas gratuitas o de bajo costo.","Free or low-cost vaccinations","Vacunas gratuitas o de bajo costo.","Free or low-cost vaccinations","austin-public-health-st-johns-immunization-clinic","salud","","Clínica de vacunación St. Johns|Austin Public Health","St. Johns Immunization Clinic|Austin Public Health","en","in_person|phone|online","free","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-972-5520","","","","https://www.austintexas.gov/services/get-free-or-low-cost-vaccines","7500 Blessing Avenue","","Austin","TX","78752","Travis","","","https://www.austintexas.gov/services/get-free-or-low-cost-vaccines","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Lone Star Circle of Care","Mamografías móviles de The Big Pink Bus","The Big Pink Bus mobile mammography","Mamografía móvil del Big Pink Bus","The Big Pink Bus mobile mammography","Mamografía móvil del Big Pink Bus","The Big Pink Bus mobile mammography","lone-star-circle-of-care-the-big-pink-bus-mobile-mammography","salud","","Mamografías móviles de The Big Pink Bus|Lone Star Circle of Care","The Big Pink Bus mobile mammography|Lone Star Circle of Care","en","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","844-746-5287","","","bigpinkbus@lscctx.org","https://lonestarcares.org/service/mobile-mammography-big-pink-bus","","","","TX","","","","","https://lonestarcares.org/service/mobile-mammography-big-pink-bus","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Ventanilla de Salud","Información de salud y servicios preventivos","Health information and preventive services","Nuestros servicios incluyen: Información sobre prevención de enfermedades Información sobre alimentación saludable Vacunas gratis Referencias para servicios de salud femenina, planificación familiar y pruebas de VIH Ayuda para buscar y aplicar a los seguros médicos Referencias sobre servicios…","Our services include: Information about disease prevention Information about healthy eating Free vaccinations Referrals for women's health services, family planning, and HIV testing Help searching and applying for health insurance Referrals about dental services, mental health, pregnancy, and…","Nuestros servicios incluyen: Información sobre prevención de enfermedades Información sobre alimentación saludable Vacunas gratis Referencias para servicios de salud femenina, planificación familiar y pruebas de VIH Ayuda para buscar y aplicar a los seguros médicos Referencias sobre servicios dentales, salud mental, embarazo y post parto Pruebas gratuitas de presión, glucosa, y colesterol Información sobre diabetes, cáncer, y enfermedades cardiovasculares","Our services include: Information about disease prevention Information about healthy eating Free vaccinations Referrals for women's health services, family planning, and HIV testing Help searching and applying for health insurance Referrals about dental services, mental health, pregnancy, and postpartum Free blood pressure, glucose, and cholesterol testing Information about diabetes, cancer, and cardiovascular diseases","ventanilla-de-salud-health-information-and-preventive-services","salud","","Información de salud y servicios preventivos|Ventanilla de Salud","Health information and preventive services|Ventanilla de Salud","es","in_person|phone","free","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","Horario de atención de 8:00 am a 1:00 pm lunes a viernes","Office hours from 8:00 am to 1:00 pm Monday to Friday","","","Austin, Condado de Travis","Austin, Travis County","512-478-2866 ext. 117","","","","","5202 E. Ben White blvd. #150","","Austin","TX","78741","Travis","","","","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"SABEResPODER","Beneficios de salud familiar PODERsalud","PODERsalud family health benefits","Ofrece beneficios de salud y bienestar para toda su familia inmediata. ¿Ya se quiere registrar? ¿ Tiene dudas? O visite: saberespoder.com/premium","Offers health and wellness benefits for your entire immediate family. Do you already want to register? Do you have doubts? Or visit: saberespoder.com/premium","Ofrece beneficios de salud y bienestar para toda su familia inmediata. ¿Ya se quiere registrar? ¿ Tiene dudas? O visite: saberespoder.com/premium","Offers health and wellness benefits for your entire immediate family. Do you already want to register? Do you have doubts? Or visit: saberespoder.com/premium","saberespoder-podersalud-family-health-benefits","salud","","Beneficios de salud familiar PODERsalud|SABEResPODER","PODERsalud family health benefits|SABEResPODER","es","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","213-267-5056","","","","http://saberespoder.com/premium","","","","TX","","","","","http://saberespoder.com/premium","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Access Dental & Orthodontics","Servicios dentales y de ortodoncia","Dental and orthodontic services","$89 Exámenes, radiografías y limpieza sencilla Consultas gratuitas con consultores Consultas gratuitas sobre frenillos Comienzan por tan solo $99 de pago inicial y $99 al mes Servicio completo Odontología Odontología general Coronas | Puentes | Endodoncias y más... Implantes de odontología cosmética…","$89 Exams, X-Rays, & Simple Cleaning Free Consultapians Consultations Free Braces Consultations Start For As Low As $99 Down And $99/Month Full Service Dentistry General Dentistry Crowns | Bridges | Root Canals & More... Cosmetic Dentistry Implants | Whitening | Tooth Bonding Senior Dentistry…","$89 Exámenes, radiografías y limpieza sencilla Consultas gratuitas con consultores Consultas gratuitas sobre frenillos Comienzan por tan solo $99 de pago inicial y $99 al mes Servicio completo Odontología Odontología general Coronas | Puentes | Endodoncias y más... Implantes de odontología cosmética | Blanqueamiento | Prótesis dentales para personas mayores de unión dental | Extracciones | Y Más... Empastes en Odontología Pediátrica | Limpieza | Y más... Se aceptan la mayoría de los principales seguros Medicaid, CHIP, DPO, Medicare, PPO, Cash AccessDentalClinics.com","$89 Exams, X-Rays, & Simple Cleaning Free Consultapians Consultations Free Braces Consultations Start For As Low As $99 Down And $99/Month Full Service Dentistry General Dentistry Crowns | Bridges | Root Canals & More... Cosmetic Dentistry Implants | Whitening | Tooth Bonding Senior Dentistry Dentures | Extractions | And More... Pediatric Dentistry Fillings | Cleaning | And More... Most Major Insurance Accepted Medicaid, CHIP, DPO, Medicare, PPO, Cash AccessDentalClinics.com","access-dental-and-orthodontics-dental-and-orthodontic-services","salud","","Servicios dentales y de ortodoncia|Access Dental & Orthodontics","Dental and orthodontic services|Access Dental & Orthodontics","en","phone|online","free","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-772-1480","","","","http://accessdentalclinics.com/","","","","TX","","","","","http://accessdentalclinics.com/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"St. Edward's Community Counseling Clinic","Servicios comunitarios de consejería","Community counseling services","Brindar servicios de consejería a adultos, niños, adolescentes, parejas, familias y grupos.","Provide counseling services to adults, children, adolescents, couples, families, and groups","Brindar servicios de consejería a adultos, niños, adolescentes, parejas, familias y grupos.","Provide counseling services to adults, children, adolescents, couples, families, and groups","st-edward-s-community-counseling-clinic-community-counseling-services","salud","","Servicios comunitarios de consejería|St. Edward's Community Counseling Clinic","Community counseling services|St. Edward's Community Counseling Clinic","en","in_person|phone","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-428-1242","","","counseling@stedwards.edu","","3001 S. Congress East Hall 153","","Austin","TX","78704","Travis","","","","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Lirios Para Mental Health","Servicios bilingües de consejería","Bilingual counseling services","Servicios de asesoramiento bilingüe.","Bilingual counseling services","Servicios de asesoramiento bilingüe.","Bilingual counseling services","lirios-para-mental-health-bilingual-counseling-services","salud","","Servicios bilingües de consejería|Lirios Para Mental Health","Bilingual counseling services|Lirios Para Mental Health","es|en","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-502-5205","","","","https://www.liriospediatrics.org/services","4201 South Congress Avenue Ste 202","","Austin","TX","78745","Travis","","","https://www.liriospediatrics.org/services","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Capital Area Counseling","Servicios de consejería asequibles","Affordable counseling services","Costo: Escala de $15 a $60/sesión según los ingresos; Terapia de grupo $5/sesión. Tipo de Apoyo: Consejería General (Individual, Parejas, Familia, Niños/Adolescentes, Grupos) Consejería Bilingüe (Inglés/Español)","Cost: Scale $15-60/session based on income; Group therapy $5/session. Type of Support: General Counseling (Individual, Couples, family, children/adolescents, Groups) Bilingual Counseling (English/Spanish)","Costo: Escala de $15 a $60/sesión según los ingresos; Terapia de grupo $5/sesión. Tipo de Apoyo: Consejería General (Individual, Parejas, Familia, Niños/Adolescentes, Grupos) Consejería Bilingüe (Inglés/Español)","Cost: Scale $15-60/session based on income; Group therapy $5/session. Type of Support: General Counseling (Individual, Couples, family, children/adolescents, Groups) Bilingual Counseling (English/Spanish)","capital-area-counseling-affordable-counseling-services","salud","","Servicios de consejería asequibles|Capital Area Counseling","Affordable counseling services|Capital Area Counseling","es|en","online","sliding_scale","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","info@cacaustin.org","https://cacaustin.org/","","","","TX","","","","","https://cacaustin.org/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"LifeWorks","Consejería comunitaria","Community counseling","Costo: N/A (Consejería de salud mental asequible/gratuita en nuestra comunidad) Tipo de apoyo: Individuos y familias que luchan con problemas como conflictos familiares, abuso, trauma, ansiedad, depresión y el estrés de la vida cotidiana. Consejería Bilingüe (Inglés/Español)","Cost: N/A (Affordable/free mental health counseling in our community) Type of Support: Individuals and families who are struggling with issues such as family conflict, abuse, trauma, anxiety, depression, and the stress of everyday life. Bilingual Counseling (English/Spanish)","Costo: N/A (Consejería de salud mental asequible/gratuita en nuestra comunidad) Tipo de apoyo: Individuos y familias que luchan con problemas como conflictos familiares, abuso, trauma, ansiedad, depresión y el estrés de la vida cotidiana. Consejería Bilingüe (Inglés/Español)","Cost: N/A (Affordable/free mental health counseling in our community) Type of Support: Individuals and families who are struggling with issues such as family conflict, abuse, trauma, anxiety, depression, and the stress of everyday life. Bilingual Counseling (English/Spanish)","lifeworks-community-counseling","salud","","Consejería comunitaria|LifeWorks","Community counseling|LifeWorks","es|en","online","free","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","LWinfo@lifeworksaustin.org","https://www.lifeworksaustin.org/counseling","","","","TX","","","","","https://www.lifeworksaustin.org/counseling","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Gramercy Specialty Clinic","Servicios bilingües de salud mental","Bilingual mental health services","Costo: Tipo de Apoyo: Consejería Bilingüe (Inglés/Español)","Cost: Type of Support: Bilingual Counseling (English/Spanish)","Costo: Tipo de Apoyo: Consejería Bilingüe (Inglés/Español)","Cost: Type of Support: Bilingual Counseling (English/Spanish)","gramercy-specialty-clinic-bilingual-mental-health-services","salud","","Servicios bilingües de salud mental|Gramercy Specialty Clinic","Bilingual mental health services|Gramercy Specialty Clinic","es|en","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","administrator@gramercyclinic.com","https://www.gramercyclinic.com/servicios-en-espanol.html","","","","TX","","","","","https://www.gramercyclinic.com/servicios-en-espanol.html","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Austin Child Guidance Center","Terapia infantil y familiar","Child and family therapy","Costo: Tipo de Apoyo: Ofrecer terapia individual y familiar a niños de 0 a 17 años Consejería Bilingüe (Inglés/Español)","Cost: Type of Support: Offer individual and family therapy to children 0-17 years old Bilingual Counseling (English/Spanish)","Costo: Tipo de Apoyo: Ofrecer terapia individual y familiar a niños de 0 a 17 años Consejería Bilingüe (Inglés/Español)","Cost: Type of Support: Offer individual and family therapy to children 0-17 years old Bilingual Counseling (English/Spanish)","austin-child-guidance-center-child-and-family-therapy","salud","","Terapia infantil y familiar|Austin Child Guidance Center","Child and family therapy|Austin Child Guidance Center","es|en","phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","512-451-2242","","","","https://www.austinchildguidance.org/what-we-do/our-services/individual-and-family-therapy.html","","","","TX","","","","","https://www.austinchildguidance.org/what-we-do/our-services/individual-and-family-therapy.html","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
