organization_name,title_es,title_en,summary_es,summary_en,description_es,description_en,slug,primary_category,additional_categories,keywords_es,keywords_en,languages,service_methods,cost_type,eligibility_es,eligibility_en,required_documents_es,required_documents_en,application_steps_es,application_steps_en,hours_es,hours_en,accessibility_notes_es,accessibility_notes_en,service_area_es,service_area_en,phone,sms_phone,whatsapp_phone,email,website_url,address_line_1,address_line_2,city,state,postal_code,county,latitude,longitude,source_url,is_featured,is_emergency,last_verified_at,verification_notes
"OP Veteran","OP Veteran","OP Veteran","Red comunitaria que conecta veteranos y organizaciones que los apoyan.","Community network connecting veterans and the organizations that support them.","Red comunitaria que conecta veteranos, organizaciones sin fines de lucro, negocios propiedad de veteranos y personas que apoyan a la comunidad veterana, con enfoque en conexión comunitaria, eventos y apoyo entre pares. Cobertura confirmada: Travis, Williamson, Hays, Bastrop y Caldwell, además de otras áreas.","A community network connecting veterans, nonprofits, veteran-owned businesses, and community supporters, focused on community connection, events, and peer support. Confirmed coverage: Travis, Williamson, Hays, Bastrop, and Caldwell counties, plus other areas.","","otros-recursos","","","","en","in_person|online","unknown","","","","","","","","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County","512-965-3255","","","","https://opveteran.org","","","","","","","","","https://opveteran.org","false","false","","No es una oficina con horario fijo, sino una red de apoyo entre pares y eventos comunitarios"
"Meals for Vets","Meals for Vets (Comidas para Veteranos)","Meals for Vets","Asistencia alimentaria para veteranos elegibles en Texas.","Food assistance for eligible veterans in Texas.","Proporciona asistencia alimentaria a veteranos elegibles en Texas. Requiere ser veterano residente en Texas, cumplir requisitos de ingresos y presentar prueba de servicio activo. Actualmente opera con lista de espera debido a alta demanda y fondos limitados. Cobertura confirmada: Travis, Williamson, Hays, Bastrop y Caldwell.","Provides food assistance to eligible veterans in Texas. Requires Texas residency as a veteran, meeting income requirements, and proof of active service. Currently operating with a waitlist due to high demand and limited funding. Confirmed coverage: Travis, Williamson, Hays, Bastrop, and Caldwell counties.","","comida","","","","en","in_person|phone|online","unknown","","","","","","","Horario no publicado; lista de espera activa confirmada (vigente a agosto 2026)","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County","800-676-1389","","","info@mealsforvets.org","https://mealsforvets.org","1670 FM2093","","Fredericksburg","TX","78624","","","","https://mealsforvets.org","false","false","","Lista de espera reconfirmada como vigente en el sitio oficial (agosto 2026) | Otros teléfonos indicados en la fuente: 1-800-676-1389 (gratis); 830-992-3375"
"Texas Veterans Commission","Comisión de Veteranos de Texas — Representantes de Reclamos de VA","Texas Veterans Commission — VA Claims Representatives","Ayuda a veteranos con reclamos y beneficios de VA.","Helps veterans with VA claims and benefits.","Representantes que ayudan a veteranos y personas elegibles con claims y beneficios de VA. Cobertura publicada incluye explícitamente Travis, Williamson, Hays, Bastrop y Caldwell.","Representatives who help veterans and eligible individuals with VA claims and benefits. Published coverage explicitly includes Travis, Williamson, Hays, Bastrop, and Caldwell counties.","","otros-recursos","","","","en","in_person|phone","unknown","","","","","","","","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County","800-252-8387","","","","https://tvc.texas.gov/claims/","No hay oficina única — consejeros integrados en instalaciones de VA en distintas áreas, incluida Austin","","","","","","","","https://tvc.texas.gov/claims/","false","false","","El sitio oficial tvc.texas.gov bloqueó el acceso automatizado durante la verificación — confirmar horario/idiomas por teléfono antes de publicar | Otros teléfonos indicados en la fuente: 1-800-252-8387 (línea estatal general)"
"Caldwell County","Servicios para Veteranos del Condado de Caldwell","Caldwell County Veterans Services","Ayuda con VA claims, beneficios educativos y apoyo para sobrevivientes.","Help with VA claims, education benefits, and survivor support.","Ayuda con VA claims, beneficios educativos, beneficios para dependientes, apoyo para sobrevivientes y navegación de beneficios. El condado también cuenta con apoyo financiero mediante el Fund for Veterans Assistance, sujeto a elegibilidad.","Helps with VA claims, education benefits, dependent benefits, survivor support, and benefits navigation. The county also offers financial support through the Fund for Veterans Assistance, subject to eligibility.","","recursos-financieros","","","","en","in_person|phone|online","unknown","","","","","","","Lunes–viernes, solo con cita previa","","","","Condado de Caldwell","Caldwell County","512-398-6492","","","sara.love@co.caldwell.tx.us","https://co.caldwell.tx.us/page/Veterans","1403 Blackjack St.","","Lockhart","TX","78644","Caldwell","","","https://co.caldwell.tx.us/page/Veterans","false","false","",""
"University of Texas Rio Grande Valley (UTRGV) / U.S. Small Business Administration","Centro de Asistencia para Negocios de Veteranos (VBOC) – UTRGV","Veterans Business Outreach Center (VBOC) – UTRGV","Asesoría gratuita para veteranos que quieren iniciar o hacer crecer un negocio.","Free counseling for veterans starting or growing a business.","Ofrece gratuitamente business counseling, capacitación, asistencia técnica y mentoría para veteranos, reservistas, National Guard y personal militar activo que quieren iniciar o desarrollar un negocio. Su área declarada es ""West, Central and South Texas"", pero la cobertura específica de Travis, Williamson, Hays, Bastrop y Caldwell NO está confirmada oficialmente.","Offers free business counseling, training, technical assistance, and mentoring for veterans, reservists, National Guard members, and active-duty personnel starting or growing a business. Its stated service area is ""West, Central and South Texas,"" but specific coverage of Travis, Williamson, Hays, Bastrop, and Caldwell counties is NOT officially confirmed.","","educacion","","","","en","in_person|phone|online","free","","","","","","","Horario no publicado; requiere registro previo (""Request for Counseling"")","","","","","","956-665-8931","","","vboc@utrgv.edu","https://utrgv.edu/vboc","CESS Bldg., Suite 1.200, 1407 E. Freddy Gonzalez Dr.","","Edinburg","TX","78539","","","","https://utrgv.edu/vboc","false","false","","PENDIENTE: llamar al (956) 665-8931 (UTRGV) y comparar con el VBOC de UT Arlington (817-272-6789, área ""North/Central Texas"") para confirmar cuál cubre Austin antes de publicar este recurso"
"Capital Area Council of Governments (CAPCOG)","Agencia de Área sobre el Envejecimiento del Área Capital (AAACAP) / ADRC — CAPCOG","Area Agency on Aging of the Capital Area (AAACAP) / ADRC — CAPCOG","Punto de acceso único a servicios e información para adultos mayores y sus familias.","Single point of access to services and information for older adults and their families.","Punto único de acceso a servicios de cuidado a largo plazo para adultos mayores y personas con discapacidad: información y referidos, coordinación de cuidado, apoyo a cuidadores (National Family Caregiver Support Program), ombudsman de cuidado a largo plazo, ayuda con Medicare/Medicaid, programas de nutrición y coordinación de transporte. Es la Area Agency on Aging oficial de la región de 10 condados de CAPCOG.","Single point of access to long-term care services for older adults and people with disabilities: information and referral, care coordination, caregiver support (National Family Caregiver Support Program), long-term care ombudsman, Medicare/Medicaid help, nutrition programs, and transportation coordination. This is the official Area Agency on Aging for the CAPCOG 10-county region.","","otros-recursos","","","","es|en","in_person|phone|online","unknown","","","","","","","Lun–Vie 8:00 a.m.–5:00 p.m.; visitas sin cita aceptadas, cita recomendada","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell, Condado de Blanco, Condado de Burnet","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County, Blanco County, Burnet County","512-916-6062","","","adrc@capcog.org","https://capcog.org/divisions/area-agency-on-aging/","6800 Burleson Road, Bldg 301/310, Suite 165","","Austin","TX","78744","","","","https://capcog.org/divisions/area-agency-on-aging/","false","false","","Este es el recurso al que probablemente te referías con ""DMA for seniors"" — no existe un programa oficial con ese nombre; el término correcto es AAA (Area Agency on Aging) / ADRC (Aging and Disability Resource Center). | Otros teléfonos indicados en la fuente: 512-916-6062 (AAA); 888-622-9111 (gratis); 855-937-2372 (ADRC)"
"AGE of Central Texas","AGE of Central Texas — Servicios para Cuidadores","AGE of Central Texas — Caregiver Services","Grupos de apoyo y recursos gratuitos para cuidadores familiares de adultos mayores.","Free support groups and resources for family caregivers of older adults.","Grupos de apoyo para cuidadores (general, demencia, hijos adultos cuidadores, Parkinson's/Lewy Body/FTD), eventos educativos, préstamo gratuito de equipo médico/incontinencia (programa H.E.L.P.), navegación de recursos (Pathways), centros de día para adultos y prevención de caídas. Todos los servicios de cuidadores son gratuitos.","Support groups for caregivers (general, dementia, adult-child caregivers, Parkinson's/Lewy Body/FTD), educational events, free medical equipment/incontinence supply loans (H.E.L.P. program), resource navigation (Pathways), adult day centers, and fall prevention. All caregiver services are free.","","otros-recursos","","","","en","in_person|phone|online","free","","","","","","","Lun–Vie 8:00 a.m.–4:00 p.m. (préstamo de equipo); horario de grupos varía","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County","512-451-4611","","","","https://ageofcentraltx.org","7640 Guadalupe St","","Austin","TX","78752","","","","https://ageofcentraltx.org","false","false","","Confirmar por teléfono si atienden casos en Hays, Bastrop o Caldwell"
"Alzheimer's Texas","Alzheimer's Texas — Apoyo a Cuidadores","Alzheimer's Texas — Caregiver Support","Línea de ayuda 24/7, grupos de apoyo y respiro gratuito para cuidadores de personas con demencia.","24/7 helpline, support groups, and free respite care for caregivers of people with dementia.","Grupos de apoyo, respiro comunitario gratuito (4 hrs/semana para demencia leve-moderada), consultas de cuidado sin costo, y biblioteca de préstamo educativa, enfocado en cuidadores de personas con Alzheimer's/demencia. Todos los servicios son gratuitos.","Support groups, free community respite care (4 hrs/week for mild-to-moderate dementia), free care consultations, and a lending library, focused on caregivers of people with Alzheimer's/dementia. All services are free.","","otros-recursos","","","","es|en","in_person|phone|online","free","","","","","","","Línea de ayuda 24/7; grupos y consultas requieren registro/cita","","","","Condado de Bastrop, Condado de Caldwell","Bastrop County, Caldwell County","512-241-0420","","","","https://txalz.org","7000 N. MoPac Expy #200","","Austin","TX","78731","","","","https://txalz.org","false","false","","Confirmar cobertura específica de Bastrop y Caldwell por teléfono | Otros teléfonos indicados en la fuente: 512-241-0420 (línea 24/7)"
"Family Eldercare","Family Eldercare","Family Eldercare","Servicios de apoyo, guardería legal/financiera y vivienda para adultos mayores vulnerables.","Support services, legal/financial guardianship, and housing help for vulnerable older adults.","Servicios de apoyo para adultos mayores y personas vulnerables: guardería legal/financiera (guardianship / representative payee), asistencia de vivienda y programas de bienestar. Enfoque principal en Travis County.","Support services for older and vulnerable adults: legal/financial guardianship (representative payee), housing assistance, and wellness programs. Primary focus is Travis County.","","otros-recursos","","","","es|en","in_person|phone|online","unknown","","","","","","","","","","","Condado de Travis","Travis County","512-450-0844","","","","https://familyeldercare.org","1700 Rutherford Ln.","","Austin","TX","78754","Travis","","","https://familyeldercare.org","false","false","","Otros teléfonos indicados en la fuente: 512-450-0844 (línea principal); 512-483-3580 (admisión y referidos)"
"Meals on Wheels Central Texas","Meals on Wheels Central Texas (MOWCT)","Meals on Wheels Central Texas (MOWCT)","Comidas a domicilio para adultos mayores confinados al hogar en el área de Austin.","Home-delivered meals for homebound older adults in the Austin area.","Comidas a domicilio para adultos de 65+ confinados al hogar (60+ para almuerzos congregados), programa ""Groceries to Go"", y cuidado en el hogar. Sin requisito de ingreso.","Home-delivered meals for homebound adults 65+ (60+ for congregate lunches), a ""Groceries to Go"" program, and in-home care. No income requirement.","","comida","","","","en","in_person|home_visit","unknown","","","","","","","El proceso de admisión toma varias semanas","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays","Travis County, Williamson County, Bastrop County, Hays County","737-218-4122","","","","https://mealsonwheelscentraltexas.org","3227 East 5th St.","","Austin","TX","","","","","https://mealsonwheelscentraltexas.org","false","false","","NO es la afiliada de Meals on Wheels para Williamson (ver OWBC) ni para Hays/Bastrop/Caldwell (ver Meals on Wheels Rural Capital Area) — son 3 redes separadas"
"Opportunities for Williamson & Burnet Counties","Opportunities for Williamson & Burnet Counties (OWBC) — Meals on Wheels","Opportunities for Williamson & Burnet Counties (OWBC) — Meals on Wheels","Comidas a domicilio y comunitarias para adultos mayores en Williamson County.","Home-delivered and congregate meals for older adults in Williamson County.","Comidas calientes a domicilio con chequeo de bienestar, y comidas congregadas en centros de mayores, para adultos 60+ confinados al hogar por enfermedad, discapacidad o fragilidad.","Hot home-delivered meals with wellness checks, plus congregate meals at senior centers, for adults 60+ homebound due to illness, disability, or frailty.","","comida","","","","es|en","in_person|home_visit","unknown","","","","","","","Entrega lunes–viernes","","","","Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell, Condado de Burnet","Williamson County, Bastrop County, Hays County, Caldwell County, Burnet County","512-763-1400","","","","https://owbc-tx.org","604 High Tech Drive","","Georgetown","TX","78626","","","","https://owbc-tx.org","false","false","",""
"Combined Community Action, Inc.","Meals on Wheels Rural Capital Area","Meals on Wheels Rural Capital Area","Comidas a domicilio para adultos mayores en condados rurales de Central Texas.","Home-delivered meals for older adults in rural Central Texas counties.","Comidas a domicilio con chequeo diario de bienestar y seguridad para adultos 60+ confinados al hogar (o menores de 60 con discapacidad y Medicaid). Donación sugerida de $2.50; no se niega comida por no poder pagar.","Home-delivered meals with a daily wellness/safety check for adults 60+ who are homebound (or under 60 with a disability and Medicaid). Suggested donation $2.50; no one is denied a meal for inability to pay.","","comida","","","","en","in_person|home_visit","unknown","","","","","","","","","","","Condado de Bastrop, Condado de Hays, Condado de Caldwell, Condado de Blanco","Bastrop County, Hays County, Caldwell County, Blanco County","979-540-2980","","","","https://ccaction.com/meals-on-wheels-rural-capital-area","","","","","","","","","https://ccaction.com/meals-on-wheels-rural-capital-area","false","false","","Es la afiliada correcta de Meals on Wheels para Hays, Bastrop y Caldwell (distinta de MOWCT y OWBC) | Otros teléfonos indicados en la fuente: 979-540-2980; 800-333-6325"
"Central Texas Food Bank","Central Texas Food Bank — Programas para Adultos Mayores (CSFP y HOPE)","Central Texas Food Bank — Senior Programs (CSFP and HOPE)","Cajas mensuales de alimentos gratuitas para adultos mayores de 60+.","Free monthly food boxes for adults 60+.","Dos programas para adultos 60+: CSFP (caja mensual de ~25-30 lbs de alimentos, requiere cumplir límites de ingreso USDA) y HOPE (Healthy Options Program for the Elderly, ~15-20 lbs, sin comprobante de ingreso). Parte de una red de 21 condados que incluye los 5 condados objetivo.","Two programs for adults 60+: CSFP (a monthly ~25-30 lb food box, requires meeting USDA income limits) and HOPE (Healthy Options Program for the Elderly, ~15-20 lbs, no proof of income required). Part of a 21-county network that includes the 5 target counties.","","comida","","","","en","in_person","free","","","","","","","Recogida mensual en sitios participantes (horario varía por sitio)","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County","855-366-3401","","","","https://centraltexasfoodbank.org/get-help/help-seniors","6500 Metropolis Drive","","Austin","TX","78744","","","","https://centraltexasfoodbank.org/get-help/help-seniors","false","false","","Verificar sitio de distribución específico por condado"
"Feeding Texas / Texas HHSC","Proyecto de Solicitud Simplificada de Texas (TSAP) — SNAP para Adultos Mayores","Texas Simplified Application Project (TSAP) — SNAP for Seniors","Solicitud simplificada de SNAP para hogares de adultos mayores o con discapacidad.","Simplified SNAP application for households of seniors or people with disabilities.","Solicitud simplificada de SNAP para hogares donde todos los miembros tienen 60+ años y/o reciben pago por discapacidad, con período de certificación extendido (3 años en vez de 6 meses) y sin entrevista de renovación si sigue siendo elegible.","Simplified SNAP application for households where every member is 60+ and/or receives disability payments, with an extended certification period (3 years instead of 6 months) and no renewal interview if still eligible.","","comida","recursos-financieros","","","es|en","in_person|phone|online","unknown","","","","","","","En línea 24/7 vía YourTexasBenefits.com; oficinas HHSC con horario propio","","","","Todos los condados de Texas","All Texas counties","2-1-1","","","","https://feedingtexas.org/tsap","","","","","","","","","https://feedingtexas.org/tsap","false","false","",""
"Area Agency on Aging of the Capital Area (CAPCOG) / Texas HHSC","Programa de Consejería de Beneficios / HICAP de Texas — vía AAACAP","Texas Benefits Counseling / HICAP — via AAACAP","Consejería gratuita e imparcial sobre Medicare, Medicaid y beneficios relacionados.","Free, unbiased counseling on Medicare, Medicaid, and related benefits.","Consejería gratuita e imparcial (consejeros certificados que nunca venden seguros) sobre selección de plan de Medicare, Parte D, Medicare Savings Programs, Extra Help/LIS, e información de Medicaid y SNAP. Es la implementación local del programa estatal SHIP/HICAP de Texas.","Free, unbiased counseling (certified counselors who never sell insurance) on choosing a Medicare plan, Part D, Medicare Savings Programs, Extra Help/LIS, and Medicaid and SNAP information. This is the local implementation of Texas's statewide SHIP/HICAP program.","","salud","recursos-financieros","","","es|en","in_person|phone|online","free","","","","","","","Consultas de 30-60 min; cita recomendada, no obligatoria; horario de inscripción abierta varía cada año","","","","Condado de Travis, Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Caldwell","Travis County, Williamson County, Bastrop County, Hays County, Caldwell County","512-916-6178","","","","https://capcog.org/divisions/area-agency-on-aging/benefit-counseling-medicare-open-enrollment/","6800 Burleson Road, Bldg 301/310, Suite 165","","Austin","TX","78744","","","","https://capcog.org/divisions/area-agency-on-aging/benefit-counseling-medicare-open-enrollment/","false","false","","Otros teléfonos indicados en la fuente: 512-916-6178 (consejería local); 1-800-252-9240 (línea estatal)"
