organization_name,title_es,title_en,summary_es,summary_en,description_es,description_en,slug,primary_category,additional_categories,keywords_es,keywords_en,languages,service_methods,cost_type,eligibility_es,eligibility_en,required_documents_es,required_documents_en,application_steps_es,application_steps_en,hours_es,hours_en,accessibility_notes_es,accessibility_notes_en,service_area_es,service_area_en,phone,sms_phone,whatsapp_phone,email,website_url,address_line_1,address_line_2,city,state,postal_code,county,latitude,longitude,source_url,is_featured,is_emergency,last_verified_at,verification_notes
"Texas Baptist Children's Home","Hope Counseling Program","Hope Counseling Program","Consejería gratuita e informada por trauma para residentes de Williamson County.","Free trauma-informed counseling and education for Williamson County residents.","Consejería y educación sin costo, con enfoque informado por trauma, para residentes de Williamson County. El programa busca ofrecer acceso antes de que los problemas se vuelvan más serios. Tiene varias ubicaciones en el condado, incluyendo Round Rock y Georgetown.","No-cost, trauma-informed counseling and education for Williamson County residents, designed to provide accessible counseling before problems become more serious. The program has multiple Williamson County locations, including Round Rock and Georgetown.","hope-counseling-program-williamson-county","salud","otros-recursos","salud mental|consejería|trauma|familia|gratis|Williamson County","mental health|counseling|trauma|family|free|Williamson County","en","in_person|online","free","Para residentes de Williamson County.","For Williamson County residents.","","","Contacte al programa para programar una cita y confirmar la ubicación disponible.","Contact the program to schedule an appointment and confirm the available location.","","","","","Williamson County.","Williamson County.","512-882-4673","","","","https://www.hopecounselingprogram.com/","1101 N. Mays St.","","Round Rock","TX","78664","Williamson","","","https://www.hopecounselingprogram.com/","true","false","","Otra ubicación indicada en la fuente: 2100 Scenic Dr., Suite 140, Georgetown, TX 78626."
"STARRY","STARRY – Williamson County","STARRY – Williamson County","Consejería profesional y apoyo familiar gratuito para familias con niños de 6 a 17 años.","Free professional counseling and family support for families with children ages 6–17.","Servicios de consejería individual, grupal y familiar, habilidades de crianza y preservación familiar para familias con niños de 6 a 17 años. STARRY indica que la consejería FAYS se ofrece sin costo.","Individual, group, and family counseling, parenting skills, and family-preservation services for families with children ages 6–17. STARRY states that FAYS counseling is provided at no cost.","starry-williamson-county","salud","otros-recursos","salud mental|jóvenes|familia|consejería|crianza|trauma|gratis","mental health|youth|family|counseling|parenting|trauma|free","en","in_person","free","Familias con niños de 6 a 17 años; confirme criterios específicos del programa.","Families with children ages 6–17; confirm specific program criteria.","","","Contacte a STARRY para confirmar elegibilidad y programar servicios.","Contact STARRY to confirm eligibility and schedule services.","","","","","Williamson County.","Williamson County.","512-388-8290","","","","https://www.starry.org/wilco/","2100 Scenic Dr.","Suite 140","Georgetown","TX","78626","Williamson","","","https://www.starry.org/wilco/","true","false","","Ubicación satélite: 155 Hillcrest Ln., Suite B, Liberty Hill, TX 78642, solo con cita."
"STARRY + Georgetown Health Foundation","STARRY – Carver Center for Families","STARRY – Carver Center for Families","Centro de recursos familiares con acceso a consejería, programas de paternidad y apoyo de preservación familiar.","Family resource center providing access to counseling, fatherhood programs, family preservation, groups, and other resources.","Centro de recursos familiares que atiende Williamson County. Proporciona acceso a consejería, programas de paternidad, preservación familiar, grupos, eventos y otros recursos para familias.","Family resource center serving Williamson County. It provides access to counseling, fatherhood programs, family preservation, groups, events, and other family resources.","starry-carver-center-for-families","salud","otros-recursos","salud mental|familia|jóvenes|crianza|gratis|bajo costo","mental health|family|youth|parenting|free|low cost","en","in_person","unknown","La elegibilidad depende del programa específico.","Eligibility depends on the specific program.","","","Contacte al centro para confirmar el programa y la disponibilidad.","Contact the center to confirm the appropriate program and availability.","","","","","Williamson County.","Williamson County.","512-882-4260","","","","https://starry.org/location/carver-center-for-families/","1200 W. 17th St.","","Georgetown","TX","78626","Williamson","","","https://starry.org/location/carver-center-for-families/","false","false","","Muchos servicios son gratuitos; confirmar condiciones de cada programa."
"Williamson County Children's Advocacy Center","Williamson County Children's Advocacy Center","Williamson County Children's Advocacy Center","Terapia gratuita enfocada en trauma para niños afectados por abuso y familiares no ofensores elegibles.","Free trauma-focused mental-health therapy for children affected by abuse and eligible non-offending family members.","Terapia de salud mental enfocada en trauma para niños víctimas de abuso y familiares no ofensores. El servicio es gratuito una vez que existe una investigación o respuesta elegible.","Trauma-focused mental-health therapy for children who have experienced abuse and for eligible non-offending family members. Services are free once there is an eligible investigation or response.","williamson-county-childrens-advocacy-center","salud","otros-recursos","salud mental|trauma|jóvenes|familia|abuso|gratis|español","mental health|trauma|youth|family|abuse|free|Spanish","es|en","in_person","free","Niños y familias afectados por abuso que cumplen los criterios del programa y cuentan con una investigación/respuesta elegible.","Children and families affected by abuse who meet program criteria and have an eligible investigation/response.","","","Contacte al centro para confirmar criterios y proceso de acceso.","Contact the center to confirm criteria and access process.","","","","","Williamson County.","Williamson County.","512-943-3701","","","","https://wilcocac.org/","1811 SE Inner Loop","","Georgetown","TX","78626","Williamson","","","https://wilcocac.org/","true","false","","Recurso de elegibilidad específica vinculado a casos de abuso."
"Williamson County Juvenile Services","Williamson County Juvenile Services – Salud Mental y Apoyo Familiar","Williamson County Juvenile Services – Mental Health / Family Support","Apoyo de salud conductual e intervención informada por trauma para jóvenes involucrados con Juvenile Services y sus familias.","Behavioral-health support and trauma-informed intervention for youth involved with Juvenile Services and their families.","Programas de apoyo, intervención informada por trauma y servicios de salud conductual para jóvenes involucrados con Juvenile Services y sus familias. El condado está implementando Multisystemic Therapy (MST) para jóvenes de 12 a 17 años con problemas como consumo de sustancias, agresión, ausentismo y participación en el sistema juvenil.","Support programs, trauma-informed intervention, and behavioral-health services for youth involved with Juvenile Services and their families. The county is implementing Multisystemic Therapy (MST) for youth ages 12–17 facing issues such as substance use, aggression, truancy, and juvenile-system involvement.","williamson-county-juvenile-services-mental-health-family-support","salud","otros-recursos","salud mental|jóvenes|familia|trauma|justicia juvenil|MST","mental health|youth|family|trauma|justice-involved|MST","es|en","in_person|home_visit","unknown","Para jóvenes involucrados con Williamson County Juvenile Services y sus familias.","For youth involved with Williamson County Juvenile Services and their families.","","","Contacte a Juvenile Services para confirmar elegibilidad y programa apropiado.","Contact Juvenile Services to confirm eligibility and the appropriate program.","","","","","Williamson County.","Williamson County.","512-943-3200","","","","https://www.wilcotx.gov/juvenile","200 Wilco Way","","Georgetown","TX","78626","Williamson","","","https://www.wilcotx.gov/juvenile","false","false","","No es consejería abierta al público; requiere elegibilidad específica."
"The Georgetown Project","The Georgetown Project – NEST Empowerment Center","The Georgetown Project – NEST Empowerment Center","Espacio gratuito después de clases para estudiantes de high school de Georgetown ISD en situación de riesgo, sin hogar o no acompañados.","Free after-school support space for Georgetown ISD high-school students who are at risk, homeless, or unaccompanied.","Espacio seguro después de clases con apoyo académico, necesidades básicas, comidas, habilidades para la vida y programación terapéutica. Está dirigido especialmente a estudiantes de high school de Georgetown ISD que están sin hogar, en riesgo o no acompañados.","Safe after-school space providing academic support, basic needs, meals, life skills, and therapeutic programming, especially for Georgetown ISD high-school students who are homeless, at risk, or unaccompanied.","georgetown-project-nest-empowerment-center","salud","educacion|otros-recursos","jóvenes|familia|apoyo|gratis|Georgetown|high school|sin hogar|necesidades básicas","youth|family|support|free|Georgetown|high school|homeless|basic needs","en","in_person","free","Estudiantes de high school de Georgetown ISD, especialmente jóvenes sin hogar, en riesgo o no acompañados.","Georgetown ISD high-school students, especially youth who are homeless, at risk, or unaccompanied.","","","Contacte al NEST para confirmar acceso y horarios.","Contact NEST to confirm access and current hours.","","","","","Georgetown ISD.","Georgetown ISD.","512-943-8056","","","","https://www.georgetownproject.org/nest-empowerment-center/","2201 Old Airport Rd.","","Georgetown","TX","78628","Williamson","","","https://www.georgetownproject.org/nest-empowerment-center/","false","false","","Clasificar principalmente como apoyo para jóvenes/familias, no como terapia clínica abierta."
"Round Rock Area Serving Center","Round Rock Area Serving Center","Round Rock Area Serving Center","Alimentos gratuitos y asistencia económica para renta, servicios públicos, medicinas, transporte y alojamiento temporal.","Free food and financial assistance for rent, utilities, prescriptions, transportation, and temporary lodging.","Ofrece food pantry, Fresh Food for Families y, para ciertos adultos mayores, personas con discapacidad y veteranos, entrega mensual de alimentos. También ofrece asistencia financiera para renta, hipoteca, utilities, recetas, transporte, gasolina, alojamiento temporal y otras emergencias, sujeto a fondos y elegibilidad.","Provides a food pantry, Fresh Food for Families, and monthly food delivery for certain seniors, people with disabilities, and veterans. It also offers financial assistance for rent, mortgage, utilities, prescriptions, transportation, gasoline, temporary lodging, and other emergencies, subject to funding and eligibility.","round-rock-area-serving-center","comida","vivienda|recursos-financieros|transporte","comida|renta|hipoteca|utilities|medicinas|transporte|gasolina|emergencia|español","food|rent|mortgage|utilities|prescriptions|transportation|gasoline|emergency|Spanish","es|en","in_person|online|home_visit","free","Personas y familias que necesitan ayuda; algunos programas dependen de elegibilidad y fondos disponibles.","Individuals and families in need; some programs depend on eligibility and available funding.","","","Contacte al centro o use la solicitud online cuando esté disponible para el tipo de asistencia.","Contact the center or use the online application when available for the type of assistance needed.","","","","","Round Rock y áreas cercanas.","Round Rock and nearby areas.","512-244-2431","","","","https://www.rrasc.org/","1099 E. Main St.","","Round Rock","TX","78664","Williamson","","","https://www.rrasc.org/","true","false","","Este recurso aparece en Food, Housing y Financial Assistance en el documento; se consolidó en una sola ficha para evitar duplicados."
"Hill Country Community Ministries","Hill Country Community Ministries","Hill Country Community Ministries","Despensa gratuita con alimentos, productos frescos, pan, artículos de cuidado personal y programas para familias con niños.","Free food pantry with groceries, fresh produce, bread, personal-care items, and programs for families with children.","Food pantry con alimentos no perecederos, frutas y vegetales frescos, pan, artículos de cuidado personal y programas especiales para familias con niños. La solicitud está disponible en inglés y español.","Food pantry providing nonperishable groceries, fresh fruits and vegetables, bread, personal-care items, and special programs for families with children. Applications are available in English and Spanish.","hill-country-community-ministries","comida","otros-recursos","comida|familias|niños|gratis|inglés|español|despensa","food|families|children|free|English|Spanish|pantry","es|en","in_person","free","Personas y familias que viven en ZIP codes elegibles del área.","Individuals and families living in eligible area ZIP codes.","","","Complete la solicitud y confirme que su ZIP se encuentra dentro del área elegible.","Complete the application and confirm that your ZIP code is within the eligible service area.","","","","","ZIP codes elegibles alrededor de Leander y el área atendida por HCCM.","Eligible ZIP codes around Leander and the HCCM service area.","512-259-0360","","","","https://hccm.org/","1005 Lacy Dr.","","Leander","TX","78641","Williamson","","","https://hccm.org/","true","false","","La elegibilidad depende del ZIP code."
"Hutto Resource Center","Hutto Resource Center","Hutto Resource Center","Despensa gratuita y asistencia limitada con utilities, medicamentos, visitas médicas y algunos gastos de salud para residentes del área de Hutto.","Free food pantry plus limited assistance with utilities, medications, doctor visits, and certain medical expenses for Hutto-area residents.","Ofrece distribución gratuita de alimentos los miércoles y ciertos sábados, sin requisito de ingreso para el food pantry. También puede ayudar con utilities, medicamentos, visitas médicas, facturas médicas y algunos equipos médicos, sujeto a fondos. Actualmente no ofrece asistencia para gastos de vivienda.","Offers free food distribution on Wednesdays and certain Saturdays, with no income requirement for the food pantry. It may also assist with utilities, medications, doctor visits, medical bills, and some medical equipment, subject to available funds. It currently does not offer assistance for housing expenses.","hutto-resource-center","comida","recursos-financieros|salud","comida|utilities|medicamentos|facturas médicas|equipo médico|Hutto|gratis","food|utilities|medication|medical bills|medical equipment|Hutto|free","en","in_person|online","free","Residentes de Hutto o del área de asistencia de Hutto ISD. Algunos apoyos dependen de fondos; clientes recurrentes suelen considerarse aproximadamente una vez cada 12 meses.","Residents of Hutto or the Hutto ISD attendance area. Some assistance depends on available funds; returning clients are generally considered about once every 12 months.","","","Contacte al centro o use la solicitud online para confirmar elegibilidad y fondos disponibles.","Contact the center or use the online application to confirm eligibility and available funding.","","","","","Hutto y Hutto ISD attendance zone.","Hutto and the Hutto ISD attendance zone.","512-688-0162","","","","https://huttoresourcecenter.org/","204 E. Live Oak","","Hutto","TX","78634","Williamson","","","https://huttoresourcecenter.org/","true","false","","Consolidado desde Food y Financial Assistance. La fuente dice expresamente que actualmente no ofrece ayuda para housing expenses."
"The Caring Place","The Caring Place","The Caring Place","Alimentos, asistencia financiera y apoyo de emergencia para Georgetown y comunidades del norte de Williamson County.","Food, financial assistance, and emergency support for Georgetown and northern Williamson County communities.","Ofrece food pantry, productos frescos y asistencia para renta, hipoteca, utilities, algunos gastos médicos, recetas, transporte, reparaciones de automóvil, shelter de emergencia y otras necesidades. Su área de servicio incluye Georgetown, Florence, Granger, Jarrell, Andice, Bartlett, Jonah, Schwertner, Walburg, Weir y parte de Hutto.","Provides a food pantry, fresh produce, and assistance with rent, mortgage, utilities, some medical expenses, prescriptions, transportation, car repairs, emergency shelter, and other needs. Its service area includes Georgetown, Florence, Granger, Jarrell, Andice, Bartlett, Jonah, Schwertner, Walburg, Weir, and part of Hutto.","the-caring-place","comida","vivienda|recursos-financieros|transporte","comida|renta|hipoteca|utilities|medicina|transporte|reparación de auto|shelter|emergencia","food|rent|mortgage|utilities|medical|transportation|car repair|shelter|emergency","en","in_person|online","free","Residentes del área de servicio. Para asistencia distinta de comida, normalmente se solicita identificación, comprobante de residencia y evidencia de la crisis o gasto.","Residents of the service area. For assistance other than food, identification, proof of residency, and evidence of the crisis or expense are generally requested.","Para asistencia distinta de comida: normalmente identificación, comprobante de residencia y evidencia de la crisis/gasto.","For non-food assistance: typically identification, proof of residency, and evidence of the crisis/expense.","Contacte a The Caring Place para confirmar elegibilidad y requisitos del tipo de ayuda solicitado.","Contact The Caring Place to confirm eligibility and requirements for the requested type of assistance.","","","","","Georgetown, Florence, Granger, Jarrell, Andice, Bartlett, Jonah, Schwertner, Walburg, Weir y parte de Hutto.","Georgetown, Florence, Granger, Jarrell, Andice, Bartlett, Jonah, Schwertner, Walburg, Weir, and part of Hutto.","512-943-0700","","","","https://www.caringplacetx.org/","2000 Railroad Ave.","","Georgetown","TX","78626","Williamson","","","https://www.caringplacetx.org/","true","false","","Consolidado desde Food, Housing y Financial Assistance. La fuente muestra 2000 Railroad Ave. para Food y 2001 Railroad Ave. para Financial Assistance; confirmar la dirección correcta antes de publicación final."
"Growing Heart","Growing Heart","Growing Heart","Despensa y distribución gratuita de alimentos en Liberty Hill.","Free food pantry and food distribution in Liberty Hill.","Food pantry y distribución de alimentos con un componente de producción local y preparación de comida. El documento lo identifica como una organización activa en Liberty Hill.","Food pantry and food distribution with a local food-production and meal-preparation component. The source identifies it as an active organization in Liberty Hill.","growing-heart-liberty-hill","comida","","comida|gratis|familias|Liberty Hill|despensa","food|free|families|Liberty Hill|pantry","en","in_person","free","Personas y familias que necesitan ayuda alimentaria; confirmar requisitos actuales.","Individuals and families needing food assistance; confirm current requirements.","","","Contacte directamente para confirmar horarios y requisitos antes de acudir.","Contact directly to confirm current hours and requirements before visiting.","","","","","Liberty Hill y área cercana.","Liberty Hill and nearby area.","737-318-9712","","","","","220 Quarry Ln.","","Liberty Hill","TX","78642","Williamson","","","","false","false","","La fuente recomienda verificar horarios y requisitos antes de publicar."
"Community Resource Centers of Texas","Williamson County Community Resource Center – Liberty Hill","Williamson County Community Resource Center – Liberty Hill","Navegación gratuita para conectar a residentes con vivienda asequible, comida, transporte, salud, empleo y salud mental.","Free resource navigation connecting residents with affordable housing, food, transportation, healthcare, employment, and mental-health resources.","Centro de navegación de recursos que ayuda a residentes de Liberty Hill y Williamson County a identificar dónde obtener ayuda para vivienda asequible, comida, transporte, atención médica, empleo y salud mental. No necesariamente paga directamente la renta; su función principal es conectar a la persona con el recurso adecuado.","Resource-navigation center helping Liberty Hill and Williamson County residents identify where to get help with affordable housing, food, transportation, healthcare, employment, and mental-health resources. It does not necessarily pay rent directly; its main function is connecting people to the right resource.","williamson-county-community-resource-center-liberty-hill","vivienda","comida|transporte|salud|otros-recursos","vivienda|comida|transporte|salud|empleo|salud mental|navegación|Liberty Hill|gratis","housing|food|transportation|healthcare|employment|mental health|navigation|Liberty Hill|free","en","in_person","free","Residentes de Liberty Hill y Williamson County que necesitan ayuda para encontrar recursos.","Liberty Hill and Williamson County residents needing help locating resources.","","","Visite o contacte el centro para recibir orientación sobre recursos apropiados.","Visit or contact the center for navigation to appropriate resources.","","","","","Liberty Hill y Williamson County.","Liberty Hill and Williamson County.","512-548-5091","","","","https://crctx.org/","155 Hillcrest Ln.","Suite B","Liberty Hill","TX","78642","Williamson","","","https://crctx.org/","true","false","","La fuente lo recomienda como punto de inicio para personas que no saben a dónde acudir."
"Georgetown Housing Authority","Georgetown Housing Authority","Georgetown Housing Authority","Programas de vivienda asequible y Housing Choice Voucher/Section 8 en Georgetown.","Affordable-housing and Housing Choice Voucher/Section 8 programs in Georgetown.","Administra programas de vivienda asequible y Housing Choice Voucher/Section 8. La disponibilidad y las listas de espera pueden cambiar.","Administers affordable-housing and Housing Choice Voucher/Section 8 programs. Availability and waiting-list status can change.","georgetown-housing-authority","vivienda","","vivienda asequible|Section 8|voucher|Georgetown|housing assistance","affordable housing|Section 8|voucher|Georgetown|housing assistance","en","phone","unknown","La elegibilidad depende del programa. Confirmar lista de espera y requisitos actuales.","Eligibility depends on the program. Confirm current waiting-list status and requirements.","","","Llame para confirmar programas abiertos, requisitos y estado de listas de espera.","Call to confirm open programs, requirements, and waiting-list status.","","","","","Georgetown.","Georgetown.","512-863-5565","","","","","","","Georgetown","TX","","Williamson","","","","false","false","","No presentar como 'housing available now'. Verificar siempre el estado de la lista de espera."
"Round Rock Housing Authority","Round Rock Housing Authority","Round Rock Housing Authority","Asistencia de vivienda y programas de vivienda asequible en Round Rock.","Housing assistance and affordable-housing programs in Round Rock.","Autoridad de vivienda que administra programas de asistencia y vivienda asequible. La disponibilidad y las listas de espera pueden cambiar.","Housing authority administering housing-assistance and affordable-housing programs. Availability and waiting-list status can change.","round-rock-housing-authority","vivienda","","vivienda asequible|asistencia de vivienda|Round Rock|housing authority","affordable housing|housing assistance|Round Rock|housing authority","en","phone","unknown","La elegibilidad depende del programa. Confirmar requisitos y listas de espera.","Eligibility depends on the program. Confirm requirements and waiting lists.","","","Llame para confirmar programas y disponibilidad.","Call to confirm programs and availability.","","","","","Round Rock.","Round Rock.","512-255-3702","","","","","","","Round Rock","TX","","Williamson","","","","false","false","","No presentar como vivienda disponible inmediatamente; verificar waiting list."
"Taylor Housing Authority","Taylor Housing Authority","Taylor Housing Authority","Programas de asistencia de vivienda en Taylor; el documento indica que la lista de Section 8 estaba cerrada al momento de la investigación.","Housing-assistance programs in Taylor; the source notes that the Section 8 waiting list was closed at the time of research.","Administra programas de housing assistance. El documento indica que la lista de Section 8 aparece cerrada, por lo que Puente ATX debe verificar y mostrar siempre el estado actual antes de recomendar.","Administers housing-assistance programs. The source notes that the Section 8 waiting list appears closed, so Puente ATX should always verify and display the current status before recommending it.","taylor-housing-authority","vivienda","","vivienda|Section 8|Taylor|housing assistance|waiting list","housing|Section 8|Taylor|housing assistance|waiting list","en","phone","unknown","Depende del programa. La lista de Section 8 estaba reportada como cerrada en la fuente.","Depends on the program. The Section 8 waiting list was reported as closed in the source.","","","Llame antes de recomendar o solicitar para verificar el estado actual de la lista de espera.","Call before recommending or applying to verify the current waiting-list status.","","","","","Taylor.","Taylor.","512-352-3231","","","","","","","Taylor","TX","","Williamson","","","","false","false","","Verificar antes de publicar/recomendar: la fuente indica Section 8 waiting list cerrada."
"City of Round Rock","Round Rock Rides","Round Rock Rides","Transporte público dentro de Round Rock con tarifa regular y reducida, incluyendo opciones ADA curb-to-curb.","Public transportation within Round Rock with regular and reduced fares, including ADA curb-to-curb options.","Servicio de transporte dentro del área de Round Rock. La fuente indica tarifa de $4 por viaje sencillo y $2 reducida para seniors 65+, pasajeros elegibles de paratransit y militares en servicio activo. Incluye opciones ADA curb-to-curb.","Transportation within the Round Rock service area. The source lists a $4 one-way fare and a $2 reduced fare for seniors 65+, eligible paratransit passengers, and active-duty military. ADA curb-to-curb options are available.","round-rock-rides","transporte","","transporte|Round Rock|seniors|discapacidad|ADA|tarifa reducida","transportation|Round Rock|seniors|disability|ADA|reduced fare","en","in_person","paid","Público general; tarifa reducida para grupos elegibles indicados por el programa.","General public; reduced fare for eligible groups specified by the program.","","","Llame o consulte el sitio para horarios, reservaciones y elegibilidad de tarifa reducida.","Call or check the website for schedules, reservations, and reduced-fare eligibility.","","","","","Round Rock service area.","Round Rock service area.","512-312-2124","","","","https://www.roundrocktexas.gov/city-departments/transportation/public-transportation/","","","Round Rock","TX","","Williamson","","","https://www.roundrocktexas.gov/city-departments/transportation/public-transportation/","true","false","","Confirmar tarifas y asistencia de idioma actuales."
"City of Cedar Park","LiNK Cedar Park","LiNK Cedar Park","Programa de rideshare con viajes de tarifa reducida dentro de Cedar Park y conexión con Lakeline Station.","Reduced-fare rideshare program within Cedar Park with connections to Lakeline Station.","Programa de rideshare para personas que viven, trabajan o visitan Cedar Park según sus criterios. Ofrece viajes dentro de Cedar Park y conexión con Lakeline Station. También hay vehículos accesibles para silla de ruedas; usuarios que necesitan WAV pueden recibir vouchers ilimitados según la fuente.","Rideshare program for people who live, work, or visit Cedar Park according to program criteria. It provides trips within Cedar Park and connections to Lakeline Station. Wheelchair-accessible vehicles are available; users needing WAV may receive unlimited vouchers according to the source.","link-cedar-park","transporte","","transporte|Cedar Park|rideshare|Lakeline|silla de ruedas|tarifa reducida","transportation|Cedar Park|rideshare|Lakeline|wheelchair|reduced fare","en","in_person|phone|online","paid","Personas que viven, trabajan o visitan Cedar Park, según los criterios del programa.","People who live, work, or visit Cedar Park, subject to program criteria.","","","Use la app o llame para confirmar elegibilidad, tarifas y solicitar un vehículo accesible si es necesario.","Use the app or call to confirm eligibility, fares, and request an accessible vehicle if needed.","","","","","Cedar Park y conexión con Lakeline Station.","Cedar Park and connection to Lakeline Station.","512-515-9108","","","","https://www.cedarparktexas.gov/1466/LiNK-Cedar-Park","","","Cedar Park","TX","","Williamson","","","https://www.cedarparktexas.gov/1466/LiNK-Cedar-Park","true","false","","El documento lo destaca como un recurso relativamente nuevo; confirmar tarifas actuales."
"Capital Area Rural Transportation System (CARTS)","CARTS – Williamson County","CARTS – Williamson County","Transporte regional y bajo demanda para Taylor, Liberty Hill y áreas rurales de Williamson County.","Regional and demand-response transportation for Taylor, Liberty Hill, and rural Williamson County.","Transporte regional y servicios bajo demanda para áreas rurales de Williamson County. Incluye CARTS NOW en Taylor, Interurban Coach y Country Bus/Community Transit. Puede servir para citas médicas, trabajo, compras, visitas de nutrición y gestiones. Los viajes suelen requerir reservación previa; la fuente recomienda 24 horas para ciertos servicios.","Regional and demand-response transportation for rural Williamson County. Services include CARTS NOW in Taylor, Interurban Coach, and Country Bus/Community Transit. Trips can support medical appointments, work, shopping, nutrition visits, and errands. Rides often require advance reservations; the source recommends 24 hours for some services.","carts-williamson-county","transporte","salud","transporte|citas médicas|trabajo|áreas rurales|seniors|discapacidad|Liberty Hill|Taylor","transportation|medical appointments|work|rural areas|seniors|disability|Liberty Hill|Taylor","en","in_person","unknown","Depende del servicio y la ruta. Algunos servicios están especialmente orientados a áreas rurales y pasajeros con necesidades de movilidad.","Depends on service and route. Some services particularly support rural areas and passengers with mobility needs.","","","Llame para confirmar la ruta apropiada y reservar con anticipación cuando sea necesario.","Call to confirm the appropriate service and reserve in advance when required.","","","","","Taylor, Liberty Hill y áreas rurales de Williamson County; conexiones regionales.","Taylor, Liberty Hill, and rural Williamson County; regional connections.","1-800-456-7433","","","","https://www.ridecarts.com/","13420 W. Hwy 29","","Liberty Hill","TX","78642","Williamson","","","https://www.ridecarts.com/","true","false","","La dirección corresponde al punto de conexión indicado en Liberty Hill."
"Senior Access","Senior Access / Drive a Senior","Senior Access / Drive a Senior","Transporte gratuito con voluntarios para adultos mayores que necesitan llegar a citas, tiendas, farmacias y otros destinos esenciales.","Free volunteer transportation for older adults needing rides to appointments, stores, pharmacies, and other essential destinations.","Transporte gratuito y apoyo práctico para que adultos mayores puedan permanecer independientes. La fuente indica servicio en Round Rock, Pflugerville, Hutto, East Austin y Manor.","Free transportation and practical support helping older adults remain independent. The source lists service in Round Rock, Pflugerville, Hutto, East Austin, and Manor.","senior-access-drive-a-senior","transporte","","transporte|seniors|adultos mayores|gratis|voluntarios|citas|farmacia","transportation|seniors|older adults|free|volunteers|appointments|pharmacy","en","in_person","free","Adultos mayores que necesitan ayuda de transporte; confirme área y criterios actuales.","Older adults needing transportation assistance; confirm current service area and criteria.","","","Llame para confirmar elegibilidad y programar transporte.","Call to confirm eligibility and schedule transportation.","","","","","Round Rock, Hutto y áreas cercanas; la fuente también menciona Pflugerville, East Austin y Manor.","Round Rock, Hutto, and nearby areas; the source also mentions Pflugerville, East Austin, and Manor.","512-310-1060","","","","https://senioraccesstx.org/","","","","","","Williamson","","","https://senioraccesstx.org/","true","false","","Confirmar área de servicio actual antes de recomendar."
"Opportunities for Williamson & Burnet Counties","Opportunities for Williamson & Burnet Counties (OWBC)","Opportunities for Williamson & Burnet Counties (OWBC)","Community Action Agency con asistencia de energía, servicios comunitarios, manejo de casos y programas para familias y seniors de bajos ingresos.","Community Action Agency offering energy assistance, community services, case management, and programs for low-income families and seniors.","Community Action Agency oficial del área. Ofrece Community Services, Head Start y Meals on Wheels. Su programa Community Services es basado en ingresos y la fuente destaca asistencia de energía, apoyo financiero, manejo de casos y apoyo relacionado con educación y empleo.","Official Community Action Agency for the area. It offers Community Services, Head Start, and Meals on Wheels. Its Community Services program is income-based, and the source highlights energy assistance, financial support, case management, and education/employment-related support.","opportunities-williamson-burnet-counties","recursos-financieros","educacion|otros-recursos","utilities|ayuda financiera|bajos ingresos|manejo de casos|educación|familias|seniors","utilities|financial assistance|low income|case management|education|families|seniors","en","in_person|online","free","Personas y familias de bajos ingresos en Williamson y Burnet Counties que cumplen los requisitos del programa.","Low-income individuals and families in Williamson and Burnet Counties who meet program requirements.","","","Contacte a OWBC para confirmar elegibilidad e iniciar la solicitud del programa apropiado.","Contact OWBC to confirm eligibility and begin the appropriate program application.","","","","","Williamson y Burnet Counties.","Williamson and Burnet Counties.","512-763-1400","","","","https://owbc-tx.org/","604 High Tech Dr.","","Georgetown","TX","78626","Williamson","","","https://owbc-tx.org/","true","false","","No se agregaron rent o medical bills como servicios confirmados porque la fuente recomienda no hacerlo."
"Operation Liberty Hill","Operation Liberty Hill","Operation Liberty Hill","Comida, ropa, asistencia financiera y necesidades básicas para residentes de Liberty Hill.","Food, clothing, financial assistance, and basic-needs support for Liberty Hill residents.","Recurso local para familias de Liberty Hill que enfrentan necesidades económicas. La fuente indica food pantry, ropa, asistencia financiera y apoyo con necesidades básicas.","Local resource for Liberty Hill families facing financial hardship. The source lists a food pantry, clothing, financial assistance, and basic-needs support.","operation-liberty-hill","recursos-financieros","comida","comida|ayuda financiera|necesidades básicas|ropa|gratis|Liberty Hill","food|financial assistance|basic needs|clothing|free|Liberty Hill","en","in_person","free","Residentes de Liberty Hill que enfrentan necesidades económicas; confirmar requisitos actuales.","Liberty Hill residents facing financial needs; confirm current requirements.","","","Llame antes de acudir para confirmar servicios, teléfono y requisitos actuales.","Call before visiting to confirm current services, phone, and requirements.","","","","","Liberty Hill.","Liberty Hill.","512-778-4175","","","","https://www.operationlh.org/","","","Liberty Hill","TX","","Williamson","","","https://www.operationlh.org/","false","false","","La fuente recomienda confirmación directa antes de publicar debido a información pública limitada."
